#,99,6,7,15,17,16,1,12,2,10,3,4,5,8,9,11,13,14,23,97,98,101,102,103
4002,0,0,0,0,0,0,3203|3203|3204,1|1,3201|3201|3202,50,40,0,3,0,100,0,0,-1,50,0,1,125&1,126&1,0
4003,0,0,0,0,0,0,3303|3303|3304,1|1,3301|3301|3302,50,40,0,3,0,100,0,0,-1,50,0,1,125&1,126&1,0
4004,0,0,0,0,0,0,3401|3402|3403|3404|3405|3406|3407|3408|3409|3410|3411|3412|3413|3414|3415,1|3,0,50,40,0,3,0,100,0,0,-1,50,0,1,125&1,126&1,0
4005,0,0,0,0,0,0,3503|3503|3504,1|1,3501|3501|3502,50,40,0,3,0,100,0,0,-1,50,0,1,125&1,126&1,0
4006,0,0,0,0,0,0,3603|3603|3604,1|1,3601|3601|3602,50,40,0,3,0,100,0,0,-1,50,0,1,125&1,126&1,0
4007,0,0,0,0,0,0,3703|3703|3704,1|1,3701|3701|3702,50,40,0,3,0,100,0,0,-1,50,0,1,125&1,126&1,0
4008,0,0,0,0,0,0,3803|3803|3804,1|1,3801|3801|3802,50,40,0,3,0,100,0,0,-1,50,0,1,125&1,126&1,0
4009,0,0,0,0,0,0,3903|3903|3904,1|1,3901|3901|3902,50,40,0,3,0,100,0,0,-1,50,0,1,125&1,126&1,0
4010,0,0,0,0,0,0,4003|4003|4004,1|1,4001|4001|4002,50,40,0,3,0,100,0,0,-1,50,0,1,125&1,126&1,0
4011,0,0,0,0,0,0,4103|4103|4104,1|1,4101|4101|4102,50,40,0,3,0,100,0,0,-1,50,0,1,125&1,126&1,0
4012,0,0,0,0,0,0,4203|4203|4204,1|1,4201|4201|4202,50,40,0,3,0,100,0,0,-1,50,0,1,125&1,126&1,0
2001,0,0,0,0,0,150,3103|3103|3104,1|1,3101|3101|3102,50,40,0,3,0,100,0,0,-1,50,0,1,0,2301&1,2303&1
2002,0,0,0,0,0,150,3203|3203|3204,1|1,3201|3201|3202,50,40,0,3,0,100,0,0,-1,50,0,1,0,2301&1,2303&1
2003,0,0,0,0,0,150,3303|3303|3304,1|1,3301|3301|3302,50,40,0,3,0,100,0,0,-1,50,0,1,0,2301&1,2303&1
2004,0,0,0,0,0,150,3401|3402|3403|3404|3405|3406|3407|3408|3409|3410|3411|3412|3413|3414|3415,1|3,0,50,40,0,3,0,100,0,0,-1,50,0,1,0,2301&1,2303&1
2005,0,0,0,0,0,150,3503|3503|3504,1|1,3501|3501|3502,50,40,0,3,0,100,0,0,-1,50,0,1,0,2301&1,2303&1
2006,0,0,0,0,0,150,3603|3603|3604,1|1,3601|3601|3602,50,40,0,3,0,100,0,0,-1,50,0,1,0,2301&1,2303&1
2007,0,0,0,0,0,150,3703|3703|3704,1|1,3701|3701|3702,50,40,0,3,0,100,0,0,-1,50,0,1,0,2301&1,2303&1
2008,0,0,0,0,0,150,3803|3803|3804,1|1,3801|3801|3802,50,40,0,3,0,100,0,0,-1,50,0,1,0,2301&1,2303&1
2009,0,0,0,0,0,150,3903|3903|3904,1|1,3901|3901|3902,50,40,0,3,0,100,0,0,-1,50,0,1,0,2301&1,2303&1
2010,0,0,0,0,0,150,4003|4003|4004,1|1,4001|4001|4002,50,40,0,3,0,100,0,0,-1,50,0,1,0,2301&1,2303&1
2011,0,0,0,0,0,150,4103|4103|4104,1|1,4101|4101|4102,50,40,0,3,0,100,0,0,-1,50,0,1,0,2301&1,2303&1
2012,0,0,0,0,0,150,4203|4203|4204,1|1,4201|4201|4202,50,40,0,3,0,100,0,0,-1,50,0,1,0,2301&1,2303&1
3001,0,0,0,0,2,500,3105|3104|3103|3102|3102,0|0,0,100,80,0,3,0,150,0,0,-1,100,0,2,2101&1,2302&1,2304&1
3002,0,0,0,0,2,500,3205|3204|3203|3202|3202,0|0,0,100,80,0,3,0,150,0,0,-1,100,0,2,2102&1,2302&1,2304&1
3003,0,0,0,0,2,500,3305|3304|3303|3302|3302,0|0,0,100,80,0,3,0,150,0,0,-1,100,0,2,2103&1,2302&1,2304&1
3004,0,0,0,0,3,500,3401|3402|3403|3404|3405|3406|3407|3408|3409|3410|3411|3412|3413|3414|3415,5|5,0,100,80,0,3,0,150,0,0,-1,100,0,2,2104&1,2302&1,2304&1
3005,0,0,0,0,6,500,3505|3504|3503|3502|3502,0|0,0,100,80,0,3,0,150,0,0,-1,100,0,2,2105&1,2302&1,2304&1
3006,0,0,0,0,9,500,3605|3604|3603|3602|3602,0|0,0,100,80,0,3,0,150,0,0,-1,100,0,2,2106&1,2302&1,2304&1
3007,0,0,0,0,12,500,3705|3704|3703|3702|3702,0|0,0,100,80,0,3,0,150,0,0,-1,100,0,2,2107&1,2302&1,2304&1
3008,0,0,0,0,15,500,3805|3804|3803|3802|3802,0|0,0,100,80,0,3,0,150,0,0,-1,100,0,2,2108&1,2302&1,2304&1
3009,0,0,0,0,18,500,3905|3904|3903|3902|3902,0|0,0,100,80,0,3,0,150,0,0,-1,100,0,2,2109&1,2302&1,2304&1
3010,0,0,0,0,20,500,4005|4004|4003|4002|4002,0|0,0,100,80,0,3,0,150,0,0,-1,100,0,2,2110&1,2302&1,2304&1
3011,0,0,0,0,21,500,4105|4104|4103|4102|4102,0|0,0,100,80,0,3,0,150,0,0,-1,100,0,2,2111&1,2302&1,2304&1
3012,0,0,0,0,22,500,4205|4204|4203|4202|4202,0|0,0,100,80,0,3,0,150,0,0,-1,100,0,2,2112&1,2302&1,2304&1
8001,0,0,1,0,0,300,2001,0|0,6003|6002|6001,100,40,0,3,0,100,1,1,-1,100,0,3,176&1,185&1,186&1
8002,0,0,2,0,0,300,2001,0|0,6004|6003|6002,100,40,0,3,0,100,1,1,-1,100,0,3,176&1,185&1,186&1
8003,0,0,3,0,0,300,2001,0|0,6005|6004|6003,100,40,0,3,0,100,1,1,-1,100,0,3,176&1,185&1,186&1
8004,0,0,4,0,0,300,2001,0|0,6006|6005|6004,100,40,0,3,0,100,1,1,-1,100,0,3,176&1,185&1,186&1
8005,0,0,5,0,0,300,2001,0|0,6007|6006|6005,100,40,0,3,0,100,1,1,-1,100,0,3,176&1,185&1,186&1
8006,0,0,6,0,0,300,2001,0|0,6008|6007|6006,100,40,0,3,0,100,1,1,-1,100,0,3,176&1,185&1,186&1
8007,0,0,7,0,0,300,2001,0|0,6009|6008|6007,100,40,0,3,0,100,1,1,-1,100,0,3,176&1,185&1,186&1
8008,0,0,8,0,0,300,2001,0|0,-1|-2,100,40,0,3,1,100,1,1,-1,100,0,3,176&1,185&1,186&1
8009,0,0,9,0,0,300,2001,0|0,-3|-4|-5,100,40,0,3,1,100,1,1,-1,100,0,3,176&1,185&1,186&1
8010,0,0,10,0,0,300,2001,0|0,-6|-7|-8|-9,100,40,0,3,1,100,1,1,-1,100,0,3,176&1,185&1,186&1
9001,0,0,1,1,0,1500,2001,0|0,6003|6002|6001,100,200,0,3,0,150,1,1,-1,100,0,3,156&1,2305&1,2304&1
9002,0,0,2,1,0,1500,2001,0|0,6004|6003|6002,100,200,0,3,0,150,1,1,-1,100,0,3,156&1,2305&1,2304&1
9003,0,0,3,1,0,1500,2001,0|0,6005|6004|6003,100,200,0,3,0,150,1,1,-1,100,0,3,156&1,2305&1,2304&1
9004,0,0,4,1,0,1500,2001,0|0,6006|6005|6004,100,200,0,3,0,150,1,1,-1,100,0,3,156&1,2305&1,2304&1
9005,0,0,5,1,0,1500,2001,0|0,6007|6006|6005,100,200,0,3,0,150,1,1,-1,100,0,3,156&1,2305&1,2304&1
9006,0,0,6,1,0,1500,2001,0|0,6008|6007|6006,100,200,0,3,0,150,1,1,-1,100,0,3,156&1,2305&1,2304&1
9007,0,0,7,1,0,1500,2001,0|0,6009|6008|6007,100,200,0,3,0,150,1,1,-1,100,0,3,156&1,2305&1,2304&1
9008,0,0,8,1,0,1500,2001,0|0,-1|-2,100,200,0,0,1,150,1,1,-1,100,0,3,156&1,2305&1,2304&1
9009,0,0,9,1,0,1500,2001,0|0,-3|-4|-5,100,200,0,0,1,150,1,1,-1,100,0,3,156&1,2305&1,2304&1
9010,0,0,10,1,0,1500,2001,0|0,-6|-7|-8|-9,100,200,0,0,1,150,1,1,-1,100,0,3,156&1,2305&1,2304&1
20001,0,0,0,0,0,150,6002|6002|6003,1|1,6002|6001|6001,35,20,0,3,0,100,0,0,-1,50,0,1,0,2301&1,2303&1
20002,0,0,0,0,0,150,6003|6003|6004,1|1,6003|6002|6002,35,20,0,3,0,100,0,0,-1,50,0,1,0,2301&1,2303&1
20003,0,0,0,0,0,150,6004|6004|6005,1|1,6004|6003|6003,35,20,0,3,0,100,0,0,-1,50,0,1,0,2301&1,2303&1
20004,0,0,0,0,0,150,6005|6005|6006,1|1,6005|6004|6004,35,20,0,3,0,100,0,0,-1,50,0,1,0,2301&1,2303&1
20005,0,0,0,0,0,150,6006|6006|6007,1|1,6006|6005|6005,35,20,0,3,0,100,0,0,-1,50,0,1,0,2301&1,2303&1
20006,0,0,0,0,0,150,6007|6007|6008,1|1,6007|6006|6006,35,20,0,3,0,100,0,0,-1,50,0,1,0,2301&1,2303&1
20007,0,0,0,0,0,150,6008|6008|6009,1|1,6008|6007|6007,35,20,0,3,0,100,0,0,-1,50,0,1,0,2301&1,2303&1
