#,1,2,3,4,5,6,7,8
1005,4004|4004,4|4|7|7|13|13,5100,4,280,18,-40,40
1101,0,1|2|6|9|13|14,2900,5,150,17,0,20
1102,4101,4|5|9|10|14|15,3630,5,150,17,0,20
1103,4102,3|3|7|8|12|13,4540,5,210,17,0,20
1104,4103,2|4|7|10|11|12,5680,4,210,18,0,20
1105,4104|4104,1|5|6|8|11|15,7100,3,280,19,0,20
1201,0,2|3|8|10|12|15,3920,5,150,18,20,0
1202,4201,5|5|8|9|14|15,4910,5,210,18,20,0
1203,4202,1|1|6|6|11|11,6140,4,210,18,20,0
1204,4202,4|4|7|7|13|13,7680,4,280,19,20,0
1205,4203|4204,2|3|9|10|12|14,9600,3,360,20,20,0
3001,0,6|7|8|9|10|11|12|13|14|15,300,8,10,0,0,0
3002,6001|6001,6|7|8|9|10|11|12|13|14|15,500,8,30,0,0,0
3003,6002|6002,6|7|8|9|10|11|12|13|14|15,800,7,60,1,0,0
3004,6003|6003,6|7|8|9|10|11|12|13|14|15,1200,6,100,3,0,0
3005,6004|6004,6|7|8|9|10|11|12|13|14|15,1800,5,150,6,0,0
3006,6005|6005,6|7|8|9|10|11|12|13|14|15,2600,4,210,9,0,0
3007,6006|6006,6|7|8|9|10|11|12|13|14|15,3600,3,280,12,0,0
3008,6007|6007,6|7|8|9|10|11|12|13|14|15,5100,3,360,15,0,0
3009,6008|6008,6|7|8|9|10|11|12|13|14|15,7100,2,450,18,0,0
4001,0,1|2|3|4|5|6|7|8|9|10,300,8,10,0,0,0
4002,7001|7001,1|2|3|4|5|6|7|8|9|10,500,8,30,0,0,0
4003,7002|7002,1|2|3|4|5|6|7|8|9|10,800,7,60,1,0,0
4004,7003|7003,1|2|3|4|5|6|7|8|9|10,1200,6,100,3,0,0
4005,7004|7004,1|2|3|4|5|6|7|8|9|10,1800,5,150,6,0,0
4006,7005|7005,1|2|3|4|5|6|7|8|9|10,2600,4,210,9,0,0
4007,7006|7006,1|2|3|4|5|6|7|8|9|10,3600,3,280,12,0,0
4008,7007|7007,1|2|3|4|5|6|7|8|9|10,5100,3,360,15,0,0
4009,7008|7008,1|2|3|4|5|6|7|8|9|10,7100,2,450,18,0,0
4101,0,1,3600,4,280,12,0,0
4102,0,1,2600,5,210,9,0,0
4103,0,1,1800,6,150,6,0,0
4104,0,1,800,7,100,3,0,0
4105,0,1,500,8,60,1,0,0
4106,0,1,300,9,30,0,0,0
4107,0,1,100,9,10,0,0,0
4201,0,2,3600,4,280,12,0,0
4202,0,2,2600,5,210,9,0,0
4203,0,2,1800,6,150,6,0,0
4204,0,2,800,7,100,3,0,0
4205,0,2,500,8,60,1,0,0
4206,0,2,300,9,30,0,0,0
4207,0,2,100,9,10,0,0,0
4301,0,3,3600,4,280,12,0,0
4302,0,3,2600,5,210,9,0,0
4303,0,3,1800,6,150,6,0,0
4304,0,3,800,7,100,3,0,0
4305,0,3,500,8,60,1,0,0
4306,0,3,300,9,30,0,0,0
4307,0,3,100,9,10,0,0,0
4401,0,4,3600,4,280,12,0,0
4402,0,4,2600,5,210,9,0,0
4403,0,4,1800,6,150,6,0,0
4404,0,4,800,7,100,3,0,0
4405,0,4,500,8,60,1,0,0
4406,0,4,300,9,30,0,0,0
4407,0,4,100,9,10,0,0,0
4501,0,5,3600,4,280,12,0,0
4502,0,5,2600,5,210,9,0,0
4503,0,5,1800,6,150,6,0,0
4504,0,5,800,7,100,3,0,0
4505,0,5,500,8,60,1,0,0
4506,0,5,300,9,30,0,0,0
4507,0,5,100,9,10,0,0,0
4601,0,6,3600,4,280,12,0,0
4602,0,6,2600,5,210,9,0,0
4603,0,6,1800,6,150,6,0,0
4604,0,6,800,7,100,3,0,0
4605,0,6,500,8,60,1,0,0
4606,0,6,300,9,30,0,0,0
4607,0,6,100,9,10,0,0,0
4701,0,7,3600,4,280,12,0,0
4702,0,7,2600,5,210,9,0,0
4703,0,7,1800,6,150,6,0,0
4704,0,7,800,7,100,3,0,0
4705,0,7,500,8,60,1,0,0
4706,0,7,300,9,30,0,0,0
4707,0,7,100,9,10,0,0,0
4801,0,8,3600,4,280,12,0,0
4802,0,8,2600,5,210,9,0,0
4803,0,8,1800,6,150,6,0,0
4804,0,8,800,7,100,3,0,0
4805,0,8,500,8,60,1,0,0
4806,0,8,300,9,30,0,0,0
4807,0,8,100,9,10,0,0,0
4901,0,9,3600,4,280,12,0,0
4902,0,9,2600,5,210,9,0,0
4903,0,9,1800,6,150,6,0,0
4904,0,9,800,7,100,3,0,0
4905,0,9,500,8,60,1,0,0
4906,0,9,300,9,30,0,0,0
4907,0,9,100,9,10,0,0,0
5001,0,10,3600,4,280,12,0,0
5002,0,10,2600,5,210,9,0,0
5003,0,10,1800,6,150,6,0,0
5004,0,10,800,7,100,3,0,0
5005,0,10,500,8,60,1,0,0
5006,0,10,300,9,30,0,0,0
5007,0,10,100,9,10,0,0,0
5101,0,11,3600,4,280,12,0,0
5102,0,11,2600,5,210,9,0,0
5103,0,11,1800,6,150,6,0,0
5104,0,11,800,7,100,3,0,0
5105,0,11,500,8,60,1,0,0
5106,0,11,300,9,30,0,0,0
5107,0,11,100,9,10,0,0,0
5201,0,12,3600,4,280,12,0,0
5202,0,12,2600,5,210,9,0,0
5203,0,12,1800,6,150,6,0,0
5204,0,12,800,7,100,3,0,0
5205,0,12,500,8,60,1,0,0
5206,0,12,300,9,30,0,0,0
5207,0,12,100,9,10,0,0,0
5301,0,13,3600,4,280,12,0,0
5302,0,13,2600,5,210,9,0,0
5303,0,13,1800,6,150,6,0,0
5304,0,13,800,7,100,3,0,0
5305,0,13,500,8,60,1,0,0
5306,0,13,300,9,30,0,0,0
5307,0,13,100,9,10,0,0,0
5401,0,14,3600,4,280,12,0,0
5402,0,14,2600,5,210,9,0,0
5403,0,14,1800,6,150,6,0,0
5404,0,14,800,7,100,3,0,0
5405,0,14,500,8,60,1,0,0
5406,0,14,300,9,30,0,0,0
5407,0,14,100,9,10,0,0,0
5501,0,15,3600,4,280,12,0,0
5502,0,15,2600,5,210,9,0,0
5503,0,15,1800,6,150,6,0,0
5504,0,15,800,7,100,3,0,0
5505,0,15,500,8,60,1,0,0
5506,0,15,300,9,30,0,0,0
5507,0,15,100,9,10,0,0,0
9001,0,0,500,0,60,3,0,0
9002,0,0,800,0,100,6,0,0
9003,0,0,1200,0,150,9,0,0
9004,0,0,1800,0,210,12,0,0
9005,0,0,2600,0,280,15,0,0
9006,0,0,3600,0,360,18,0,0
9007,0,0,5100,0,450,21,0,0
9008,0,0,7100,0,550,22,0,0
9009,0,0,9600,0,660,23,0,0
9010,0,0,12600,0,780,24,0,0
