#,0,1
1222,卢,0
1223,鲁,0
1224,陆,0
1225,路,0
1226,罗,0
1227,骆,0
1228,吕,0
1229,乐正,0
1230,令狐,0
1231,闾丘,0
1301,麻,0
1302,马,0
1303,满,0
1304,毛,0
1305,茅,0
1306,梅,0
1307,蒙,0
1308,孟,0
1309,糜,0
1310,米,0
1311,苗,0
1312,闵,0
1313,明,0
1314,缪,0
1315,莫,0
1316,墨,0
1317,慕,0
1318,穆,0
1319,慕容,0
1401,倪,0
1402,年,0
1403,聂,0
1404,宁,0
1405,牛,0
1406,农,0
1407,南宫,0
1408,南门,0
1501,殴,0
1502,欧阳,0
1601,潘,0
1602,庞,0
1603,裴,0
1604,彭,0
1605,皮,0
1606,平,0
1607,蒲,0
1701,戚,0
1702,齐,0
1703,祁,0
1704,钱,0
1705,强,0
1706,乔,0
1707,秦,0
1708,琴,0
1709,邱,0
1710,秋,0
1711,裘,0
1712,屈,0
1713,权,0
1714,全,0
1715,漆雕,0
1801,冉,0
1802,任,0
1803,荣,0
1804,容,0
1805,茹,0
1806,阮,0
1807,芮,0
1808,壤驷,0
1901,桑,0
1902,沙,0
1903,山,0
1904,商,0
1905,尚,0
1906,韶,0
1907,邵,0
1908,佘,0
1909,厍,0
1910,申,0
1911,沈,0
1912,盛,0
1913,师,0
1914,施,0
1915,石,0
1916,时,0
1917,史,0
1918,舒,0
1919,束,0
1920,水,0
1921,司,0
1922,松,0
1923,宋,0
1924,苏,0
1925,孙,0
1926,索,0
1927,上官,0
1928,申屠,0
1929,司空,0
1930,司寇,0
1931,司马,0
1932,司徒,0
2001,谭,0
2002,汤,0
2003,唐,0
2004,陶,0
2005,田,0
2006,佟,0
2007,童,0
2008,涂,0
2009,屠,0
2010,太叔,0
2011,拓跋,0
2101,万,0
2102,汪,0
2103,王,0
2104,危,0
2105,韦,0
2106,隗,0
2107,卫,0
2108,魏,0
2109,温,0
2110,文,0
2111,闻,0
2112,翁,0
2113,乌,0
2114,邬,0
2115,巫,0
2116,吴,0
2117,伍,0
2118,武,0
2119,万俟,0
2120,微生,0
2121,尉迟,0
2122,闻人,0
2123,巫马,0
2201,奚,0
2202,习,0
2203,席,0
2204,夏,0
2205,向,0
2206,项,0
2207,萧,0
2208,谢,0
2209,辛,0
2210,邢,0
2211,熊,0
2212,宿,0
2213,胥,0
2214,徐,0
2215,许,0
2216,宣,0
2217,薛,0
2218,荀,0
2219,西门,0
2220,夏侯,0
2221,轩辕,0
2301,严,0
2302,言,0
2303,阎,0
2304,颜,0
2305,燕,0
2306,羊,0
2307,杨,0
2308,姚,0
2309,叶,0
2310,伊,0
2311,易,0
2312,羿,0
2313,阴,0
2314,殷,0
2315,尹,0
2316,印,0
2317,应,0
2318,雍,0
2319,尤,0
2320,游,0
2321,于,0
2322,余,0
2323,鱼,0
2324,俞,0
2325,虞,0
2326,禹,0
2327,郁,0
2328,郁,0
2329,喻,0
2330,元,0
2331,袁,0
2332,岳,0
2333,越,0
2334,云,0
2335,宇文,0
2401,翟,0
2402,詹,0
2403,湛,0
2404,张,0
2405,章,0
2406,赵,0
2407,甄,0
2408,郑,0
2409,支,0
2410,钟,0
2411,仲,0
2412,周,0
2413,朱,0
2414,诸,0
2415,竺,0
2416,祝,0
2417,庄,0
2418,卓,0
2419,宗,0
2420,邹,0
2421,祖,0
2422,左,0
2423,左丘,0
2424,长孙,0
2425,钟离,0
2426,仲孙,0
2427,诸葛,0
2428,颛孙,0
2429,子车,0
2430,宗政,0
2431,宰父,0
