#,1,2,3,4,5,11,12,13,14,15,16,17
20010,200080,200081,200082,200083,1,0,0,0,0,0,0,0
20011,200410,200411,200412,200413,1,0,0,0,0,0,0,0
20012,200030,200031,200032,200033,1,0,0,0,0,0,0,0
20013,200080,200081,200082,200083,1,0,0,0,0,0,0,0
20014,200410,200411,200412,200413,1,0,0,0,0,0,0,0
20015,200030,200031,200032,200033,1,0,0,0,0,0,0,0
20016,200080,200081,200082,200083,1,0,0,0,0,0,0,0
20017,200410,200411,200412,200413,1,0,0,0,0,0,0,0
20018,200040,200041,200042,200043,1,0,0,0,0,0,0,0
20019,200280,200281,200282,200283,1,0,0,0,0,0,0,0
20020,200120,200121,200122,200123,1,0,0,0,0,0,0,0
20021,200410,200411,200412,200413,1,0,0,0,0,0,0,0
20022,200030,200031,200032,200033,1,0,0,0,0,0,0,0
20023,200290,200291,200292,200293,1,0,0,0,0,0,0,0
20024,200130,200131,200132,200133,2,0,0,0,0,0,0,0
20025,200410,200411,200412,200413,1,0,0,0,0,0,0,0
20026,200080,200081,200082,200083,1,0,0,0,0,0,0,0
20027,200410,200411,200412,200413,1,0,0,0,0,0,0,0
20028,200030,200031,200032,200033,1,0,0,0,0,0,0,0
20029,200140,200141,200142,200143,2,0,0,0,0,0,0,0
20030,200150,200151,200152,200153,2,0,0,0,0,0,0,0
20031,200080,200081,200082,200083,1,0,0,0,0,0,0,0
20032,200410,200411,200412,200413,1,0,0,0,0,0,0,0
20033,200030,200031,200032,200033,1,0,0,0,0,0,0,0
20034,200160,200161,200162,200163,2,0,0,0,0,0,0,0
20035,200170,200171,200172,200173,2,0,0,0,0,0,0,0
20036,200080,200081,200082,200083,1,0,0,0,0,0,0,0
20037,200410,200411,200412,200413,1,0,0,0,0,0,0,0
20038,200050,200051,200052,200053,1,0,0,0,0,0,0,0
20039,200180,200181,200182,200183,2,0,0,0,0,0,0,0
20040,200190,200191,200192,200193,2,0,0,0,0,0,0,0
20041,200080,200081,200082,200083,1,0,0,0,0,0,0,0
20042,200410,200411,200412,200413,1,0,0,0,0,0,0,0
20043,200050,200051,200052,200053,1,0,0,0,0,0,0,0
20044,200200,200201,200202,200203,2,0,0,0,0,0,0,0
20045,200210,200211,200212,200213,2,0,0,0,0,0,0,0
20046,200080,200081,200082,200083,1,0,0,0,0,0,0,0
20047,200410,200411,200412,200413,1,0,0,0,0,0,0,0
20048,200030,200031,200032,200033,1,0,0,0,0,0,0,0
20049,200220,200221,200222,200223,2,0,0,0,0,0,0,0
20050,200230,200231,200232,200233,2,0,0,0,0,0,0,0
20051,200080,200081,200082,200083,1,0,0,0,0,0,0,0
20052,200410,200411,200412,200413,1,0,0,0,0,0,0,0
20053,200030,200031,200032,200033,1,0,0,0,0,0,0,0
20054,200240,200241,200242,200243,2,0,0,0,0,0,0,0
20055,200250,200251,200252,200253,2,0,0,0,0,0,0,0
20056,200100,200101,200102,200103,1,0,0,0,0,0,0,0
20057,200410,200411,200412,200413,1,0,0,0,0,0,0,0
20058,200060,200061,200062,200063,1,0,0,0,0,0,0,0
20059,200110,200111,200112,200113,1,0,0,0,0,0,0,0
20060,200410,200411,200412,200413,1,0,0,0,0,0,0,0
20061,200060,200061,200062,200063,1,0,0,0,0,0,0,0
20062,200080,200081,200082,200083,1,0,0,0,0,0,0,0
20063,200410,200411,200412,200413,1,0,0,0,0,0,0,0
20064,200030,200031,200032,200033,1,0,0,0,0,0,0,0
20065,200260,200261,200262,200263,2,0,0,0,0,0,0,0
20066,200270,200271,200272,200273,2,0,0,0,0,0,0,0
20067,200080,200081,200082,200083,1,0,0,0,0,0,0,0
20068,200080,200081,200082,200083,1,0,0,0,0,0,0,0
20069,200080,200081,200082,200083,1,0,0,0,0,0,0,0
20070,200090,200091,200092,200093,1,0,0,0,0,0,0,0
20071,200410,200411,200412,200413,1,0,0,0,0,0,0,0
20072,200030,200031,200032,200033,1,0,0,0,0,0,0,0
20073,200300,200301,200302,200303,1,0,0,0,0,0,0,0
20074,200070,200071,200072,200073,1,0,0,0,0,0,0,0
